#TOP	Genes more expressed in NGT class
#BOTTOM	      Genes more expressed in DM2/IGT class
207150_at	-1.1047468185
209070_s_at	-1.1049773693
214406_s_at	-1.1050304174
202498_s_at	-1.1050779819
209675_s_at	-1.1052265167
207631_at	-1.105263114
216777_at	-1.1053714752
205223_at	-1.1055516005
208780_x_at	-1.1059426069
219311_at	-1.1059652567
202056_at	-1.1059654951
222207_x_at	-1.1061962843
213779_at	-1.1062315702
216581_at	-1.106572032
203275_at	-1.1069734097
200678_x_at	-1.1070301533
220317_at	-1.1074411869
204372_s_at	-1.1078988314
200966_x_at	-1.1079055071
218484_at	-1.1081662178
206290_s_at	-1.1083661318
216451_at	-1.1089590788
201951_at	-1.109773159
213375_s_at	-1.1098034382
216997_x_at	-1.1101834774
207546_at	-1.1107929945
221325_at	-1.1108870506
213157_s_at	-1.1110131741
215347_at	-1.111025691
204361_s_at	-1.1111801863
211571_s_at	-1.1114615202
AFFX-r2-Bs-dap-3_at	-1.1116384268
214178_s_at	-1.1120308638
206606_at	-1.1122826338
208386_x_at	-1.1124050617
202495_at	-1.1124417782
204846_at	-1.1124573946
205254_x_at	-1.1126563549
209713_s_at	-1.1127233505
210553_x_at	-1.1128979921
211165_x_at	-1.1132565737
209573_s_at	-1.1133431196
221072_at	-1.1137154102
219415_at	-1.1142691374
221270_s_at	-1.1142767668
207570_at	-1.114279747
200918_s_at	-1.1148754358
214482_at	-1.1149197817
201423_s_at	-1.1150912046
219599_at	-1.1154205799
210011_s_at	-1.1154712439
204658_at	-1.1155077219
211087_x_at	-1.1156314611
205944_s_at	-1.115914464
205111_s_at	-1.1159447432
216669_at	-1.1159809828
213443_at	-1.1160353422
204399_s_at	-1.1162521839
219349_s_at	-1.1165229082
202112_at	-1.1165819168
208674_x_at	-1.1165902615
213854_at	-1.1165980101
214677_x_at	-1.1171640158
211662_s_at	-1.1173660755
210774_s_at	-1.1173955202
205297_s_at	-1.1174172163
218801_at	-1.1175291538
212361_s_at	-1.1175922155
219021_at	-1.1175976992
208890_s_at	-1.1178848743
209322_s_at	-1.1184498072
207967_at	-1.1188977957
213963_s_at	-1.1192157269
207127_s_at	-1.1195018291
214492_at	-1.1198246479
213620_s_at	-1.1199207306
201239_s_at	-1.1202632189
205782_at	-1.1204229593
203138_at	-1.1208540201
212559_at	-1.120950222
220662_s_at	-1.1209635735
221470_s_at	-1.1211144924
214413_at	-1.121524334
205170_at	-1.1215701103
220249_at	-1.1217125654
219414_at	-1.1218158007
205735_s_at	-1.1220306158
220825_s_at	-1.122089386
213053_at	-1.1222023964
32042_at	-1.1225017309
213965_s_at	-1.1227811575
220373_at	-1.1230214834
220633_s_at	-1.1232478619
201021_s_at	-1.1232663393
221122_at	-1.1234154701
210459_at	-1.123758316
215361_at	-1.1237698793
215930_s_at	-1.1240760088
202848_s_at	-1.1241676807
212128_s_at	-1.1243926287
218516_s_at	-1.124524951
209784_s_at	-1.1247148514
211434_s_at	-1.1247779131
214778_at	-1.1249836683
217859_s_at	-1.1250729561
202624_s_at	-1.1252708435
214905_at	-1.1259820461
203702_s_at	-1.1259955168
208186_s_at	-1.1264978647
209183_s_at	-1.1265664101
221210_s_at	-1.1273294687
201950_x_at	-1.1278668642
217070_at	-1.1281044483
220763_at	-1.1282031536
216304_x_at	-1.1283198595
218182_s_at	-1.1284893751
218553_s_at	-1.1286000013
212061_at	-1.1288540363
213837_at	-1.1291508675
210362_x_at	-1.1294523478
205587_at	-1.1295326948
203319_s_at	-1.1295562983
208705_s_at	-1.1295865774
202798_at	-1.1297580004
221385_s_at	-1.1299026012
219641_at	-1.1302075386
214158_s_at	-1.130319953
210998_s_at	-1.1306600571
212960_at	-1.1307337284
205523_at	-1.1307899952
216663_s_at	-1.130833149
204959_at	-1.130951643
203338_at	-1.131000638
206460_at	-1.1312072277
202857_at	-1.1312497854
208902_s_at	-1.1312675476
207921_x_at	-1.1314717531
211013_x_at	-1.1315389872
200639_s_at	-1.1319123507
220418_at	-1.1323543787
201389_at	-1.1326737404
211491_at	-1.1328443289
207328_at	-1.1330362558
221291_at	-1.1333745718
205251_at	-1.1335601807
202088_at	-1.1337481737
208935_s_at	-1.134024024
218226_s_at	-1.1340645552
200836_s_at	-1.1341041327
205557_at	-1.1346794367
216414_at	-1.1350482702
203310_at	-1.1351335049
220368_s_at	-1.1352162361
214127_s_at	-1.1352686882
210958_s_at	-1.1356246471
202837_at	-1.1357600689
217255_at	-1.1357738972
207651_at	-1.135851264
212060_at	-1.1358696222
217919_s_at	-1.1364712715
216580_at	-1.136552453
211912_at	-1.1365851164
210698_at	-1.1369071007
206489_s_at	-1.1370801926
206357_at	-1.1378914118
204874_x_at	-1.1380076408
209131_s_at	-1.138395071
202171_at	-1.1384536028
211499_s_at	-1.1384733915
203630_s_at	-1.1385992765
214757_at	-1.1388250589
211090_s_at	-1.1388982534
212554_at	-1.1391472816
217606_at	-1.1396746635
219592_at	-1.1399598122
37953_s_at	-1.1399912834
219070_s_at	-1.1404650211
216585_at	-1.1406724453
222001_x_at	-1.1407088041
212315_s_at	-1.1407184601
212786_at	-1.1407474279
205091_x_at	-1.1410479546
208845_at	-1.1411650181
219812_at	-1.1414502859
205285_s_at	-1.1415530443
215355_at	-1.141658783
52285_f_at	-1.1421316862
217793_at	-1.1423020363
210006_at	-1.1423527002
203225_s_at	-1.1426370144
208723_at	-1.1426903009
202830_s_at	-1.1431248188
221843_s_at	-1.143138051
200734_s_at	-1.1441197395
212259_s_at	-1.1441732645
206960_at	-1.1443804502
210502_s_at	-1.1446994543
221845_s_at	-1.1447675228
207848_at	-1.1448529959
216854_at	-1.1450191736
201136_at	-1.1453217268
212137_at	-1.1453719139
218228_s_at	-1.1461404562
201533_at	-1.146160841
216373_at	-1.1462705135
206596_s_at	-1.1462925673
209098_s_at	-1.146476388
220706_at	-1.1465591192
217508_s_at	-1.1466671228
206670_s_at	-1.1468507051
211113_s_at	-1.146923542
220291_at	-1.1470776796
212584_at	-1.1472399235
218044_x_at	-1.1475871801
216042_at	-1.1477735043
214894_x_at	-1.1480475664
202519_at	-1.1484618187
207673_at	-1.1487497091
211085_s_at	-1.1491491795
211546_x_at	-1.1492055655
218077_s_at	-1.1499531269
219184_x_at	-1.1500402689
215226_at	-1.1504257917
AFFX-CreX-5_at	-1.150449276
209174_s_at	-1.1505268812
220121_at	-1.1513552666
218872_at	-1.1513998508
213172_at	-1.151487112
210936_at	-1.1515052319
203873_at	-1.1516282558
203236_s_at	-1.1517525911
207818_s_at	-1.1520764828
215220_s_at	-1.1522926092
201421_s_at	-1.152318716
222238_s_at	-1.1524456739
217307_at	-1.152493
202197_at	-1.1526311636
218583_s_at	-1.1532092094
202336_s_at	-1.1533783674
219192_at	-1.1539566517
206061_s_at	-1.1545808315
212398_at	-1.154617548
208846_s_at	-1.1548211575
204282_s_at	-1.1552212238
208048_at	-1.1554728746
207637_at	-1.1557780504
213780_at	-1.1561999321
215939_at	-1.1565673351
212953_x_at	-1.1566790342
218990_s_at	-1.1569932699
201091_s_at	-1.1570417881
215696_s_at	-1.1570881605
211194_s_at	-1.1570891142
205778_at	-1.1573300362
208928_at	-1.1574255228
204247_s_at	-1.1582695246
221189_s_at	-1.1582949162
205541_s_at	-1.15845716
212574_x_at	-1.1586415768
217710_x_at	-1.1587464809
200065_s_at	-1.1589450836
214073_at	-1.1596609354
200801_x_at	-1.1599740982
209918_at	-1.1600507498
201883_s_at	-1.1603592634
219744_at	-1.1606329679
200842_s_at	-1.1606519222
211323_s_at	-1.161003232
200759_x_at	-1.1610585451
202116_at	-1.1613929272
211486_s_at	-1.1616466045
206661_at	-1.1617014408
202316_x_at	-1.1622502804
200876_s_at	-1.1624826193
202476_s_at	-1.162547946
202462_s_at	-1.1625754833
213106_at	-1.162604928
222356_at	-1.1626393795
200707_at	-1.1626545191
214898_x_at	-1.1627422571
215379_x_at	-1.1628745794
201572_x_at	-1.1634587049
204686_at	-1.163626194
220578_at	-1.1638503075
220041_at	-1.1639865637
207971_s_at	-1.1639932394
218121_at	-1.1640559435
207986_x_at	-1.1642947197
208148_at	-1.1643359661
221002_s_at	-1.1645120382
41047_at	-1.1652071476
210750_s_at	-1.165375948
216404_at	-1.1655080318
213341_at	-1.1659250259
219359_at	-1.1662890911
201196_s_at	-1.1663736105
217598_at	-1.1665577888
213447_at	-1.1665885448
216865_at	-1.1675413847
200656_s_at	-1.1678168774
208292_at	-1.1679073572
204911_s_at	-1.1681672335
217799_x_at	-1.1682258844
207310_s_at	-1.1682745218
209293_x_at	-1.1685541868
212865_s_at	-1.1687130928
216185_at	-1.1689596176
219529_at	-1.1693403721
219528_s_at	-1.1693887711
208843_s_at	-1.1700993776
211116_at	-1.1709662676
203559_s_at	-1.171151042
217693_x_at	-1.1718146801
203129_s_at	-1.1720683575
202604_x_at	-1.1725568771
217320_at	-1.1729718447
201409_s_at	-1.1730852127
209115_at	-1.1742004156
214798_at	-1.1742870808
211217_s_at	-1.1744577885
203767_s_at	-1.1745570898
207104_x_at	-1.1746679544
222243_s_at	-1.1749073267
219053_s_at	-1.1749501228
215807_s_at	-1.1749904156
216658_at	-1.1750173569
216041_x_at	-1.1751103401
219040_at	-1.1751924753
216693_x_at	-1.1752173901
209838_at	-1.1755504608
218894_s_at	-1.1755583286
215462_at	-1.1758893728
202114_at	-1.1761473417
216957_at	-1.1762601137
215458_s_at	-1.1763445139
216491_x_at	-1.1763632298
218119_at	-1.1764961481
206379_at	-1.1767121553
213667_at	-1.1771873236
202978_s_at	-1.1772720814
214843_s_at	-1.1776895523
210990_s_at	-1.177842617
202354_s_at	-1.1781561375
217890_s_at	-1.1781938076
222381_at	-1.1785686016
207211_at	-1.1788996458
219755_at	-1.1792502403
209626_s_at	-1.1794406176
202656_s_at	-1.1794840097
213707_s_at	-1.179645896
203268_s_at	-1.1796532869
205721_at	-1.179680109
218878_s_at	-1.1797171831
AFFX-HUMRGE/M10098_5_at	-1.1797345877
201127_s_at	-1.1799263954
221018_s_at	-1.1802763939
211924_s_at	-1.1804859638
218066_at	-1.1808534861
205893_at	-1.1808915138
211404_s_at	-1.1811132431
211457_at	-1.1815991402
218745_x_at	-1.1816569567
201092_at	-1.1817110777
212942_s_at	-1.181837678
201163_s_at	-1.1825600863
204747_at	-1.1827982664
AFFX-LysX-5_at	-1.182847023
202180_s_at	-1.1830582619
215759_at	-1.1833939552
219629_at	-1.1834540367
211181_x_at	-1.1836351156
AFFX-r2-Hs18SrRNA-5_at	-1.1839709282
211205_x_at	-1.1841529608
215924_at	-1.1842175722
218537_at	-1.1843291521
207204_at	-1.184535265
210929_s_at	-1.1845682859
208263_at	-1.18470788
217214_s_at	-1.1847457886
204833_at	-1.1847821474
219106_s_at	-1.1848956347
207130_at	-1.1853044033
211298_s_at	-1.1860641241
202454_s_at	-1.1864519119
220663_at	-1.1868257523
216013_at	-1.187038064
202003_s_at	-1.1871265173
207415_at	-1.187541604
210894_s_at	-1.1876584291
219593_at	-1.1878603697
207281_x_at	-1.1882390976
212078_s_at	-1.188744545
205728_at	-1.1892856359
209588_at	-1.1900200844
211289_x_at	-1.1900920868
201305_x_at	-1.1901141405
208744_x_at	-1.1902413368
218707_at	-1.1902816296
200664_s_at	-1.1909698248
214337_at	-1.1910429001
214442_s_at	-1.1911139488
208543_at	-1.1918867826
37117_at	-1.1923855543
202181_at	-1.1925014257
212389_at	-1.1928919554
219023_at	-1.193062067
210802_s_at	-1.1934148073
214886_s_at	-1.1941744089
213437_at	-1.1948834658
219912_s_at	-1.1950063705
205631_at	-1.1953135729
210472_at	-1.1953291893
215765_at	-1.1954337358
208079_s_at	-1.1954340935
211235_s_at	-1.1954610348
214511_x_at	-1.1956720352
214882_s_at	-1.1962275505
209035_at	-1.1968386173
218683_at	-1.1968393326
217948_at	-1.1969689131
201367_s_at	-1.1971292496
221633_at	-1.1974523067
211132_at	-1.1974654198
200760_s_at	-1.1974754333
213716_s_at	-1.1976083517
215098_at	-1.1976789236
222223_s_at	-1.197856307
208502_s_at	-1.197968483
207494_s_at	-1.1981352568
206045_s_at	-1.198253274
218260_at	-1.1983839273
207786_at	-1.1985313892
213589_s_at	-1.1987276077
202017_at	-1.1987919807
222307_at	-1.1988579035
207695_s_at	-1.1990405321
207145_at	-1.1991108656
210733_at	-1.1992504597
201359_at	-1.1993017197
204051_s_at	-1.199331522
214678_x_at	-1.1993894577
202479_s_at	-1.1994234324
AFFX-r2-Bs-lys-M_at	-1.1995121241
207567_at	-1.1996032
221839_s_at	-1.1999565363
1053_at	-1.2002921104
217270_s_at	-1.2005702257
220168_at	-1.2008155584
AFFX-HUMISGF3A/M97935_MA_at	-1.2008202076
216256_at	-1.2009152174
212045_at	-1.2009236813
210446_at	-1.201051712
207558_s_at	-1.2012559175
218177_at	-1.2013802528
203188_at	-1.2015606165
214299_at	-1.2022886276
221605_s_at	-1.2024374008
210221_at	-1.2027578354
210693_at	-1.2031859159
201621_at	-1.2037235498
221756_at	-1.2037422657
211586_s_at	-1.203935504
202133_at	-1.20399189
208710_s_at	-1.204220295
208708_x_at	-1.2043561935
205030_at	-1.2043616772
214564_s_at	-1.204385519
220919_s_at	-1.2043917179
201105_at	-1.2046650648
214118_x_at	-1.2056109905
201481_s_at	-1.206112504
204344_s_at	-1.2063624859
207837_at	-1.2064934969
200669_s_at	-1.2065833807
202851_at	-1.2065957785
215125_s_at	-1.2067928314
211106_at	-1.2067992687
205235_s_at	-1.207051754
210872_x_at	-1.2070556879
209374_s_at	-1.2071288824
201467_s_at	-1.2074891329
217518_at	-1.2076309919
208278_s_at	-1.2077723742
218910_at	-1.2082967758
220638_s_at	-1.2084438801
212298_at	-1.208776474
217248_s_at	-1.2092901468
215988_s_at	-1.2094815969
205544_s_at	-1.2097121477
203161_s_at	-1.2099339962
209681_at	-1.2104748487
217660_at	-1.2109290361
206448_at	-1.211086154
214820_at	-1.2112154961
202170_s_at	-1.2112164497
204817_at	-1.2112269402
211622_s_at	-1.2112579346
209987_s_at	-1.2113611698
209329_x_at	-1.2115072012
207762_at	-1.2115285397
219882_at	-1.2116792202
221262_s_at	-1.2117561102
220471_s_at	-1.21182096
209259_s_at	-1.2119423151
217883_at	-1.2123970985
216707_at	-1.2125118971
218712_at	-1.2125575542
201210_at	-1.2127017975
204667_at	-1.2132329941
207713_s_at	-1.2133622169
206312_at	-1.2135221958
217397_at	-1.2137900591
217847_s_at	-1.2140302658
213280_at	-1.2143791914
218750_at	-1.2144271135
206683_at	-1.2156414986
214991_s_at	-1.2158161402
207545_s_at	-1.2163487673
214246_x_at	-1.2166615725
36920_at	-1.2166792154
210934_at	-1.2168204784
214372_x_at	-1.2168238163
222298_at	-1.217331171
218569_s_at	-1.2176493406
220954_s_at	-1.2176724672
201873_s_at	-1.2179977894
63825_at	-1.2180165052
213383_at	-1.2181199789
213740_s_at	-1.218241334
221460_at	-1.2189352512
217165_x_at	-1.2189511061
215327_at	-1.2189592123
219473_at	-1.2191933393
220478_at	-1.219522953
212763_at	-1.2195541859
201248_s_at	-1.219990015
208533_at	-1.2203886509
219787_s_at	-1.2205352783
203575_at	-1.2206975222
206546_at	-1.2217392921
208512_s_at	-1.2220358849
201165_s_at	-1.2221045494
212414_s_at	-1.2227367163
200600_at	-1.222972393
206602_s_at	-1.2235851288
211427_s_at	-1.2238037586
220531_at	-1.2240225077
210683_at	-1.2240504026
213749_at	-1.2241874933
200738_s_at	-1.2242162228
205037_at	-1.2242201567
218279_s_at	-1.2244334221
209749_s_at	-1.2246049643
217073_x_at	-1.224868536
217978_s_at	-1.2249923944
206961_s_at	-1.2250967026
222373_at	-1.2251076698
220568_at	-1.2251681089
208327_at	-1.225325346
206332_s_at	-1.2256417274
219149_x_at	-1.2261139154
216574_s_at	-1.2261320353
215409_at	-1.226200223
216067_at	-1.22648561
200673_at	-1.227039814
204195_s_at	-1.227124691
221059_s_at	-1.2272077799
213693_s_at	-1.2273488045
203568_s_at	-1.2274096012
203367_at	-1.2275069952
211492_s_at	-1.2275682688
211110_s_at	-1.2275942564
220805_at	-1.2276039124
205577_at	-1.2278261185
221591_s_at	-1.2279536724
213305_s_at	-1.2281299829
214845_s_at	-1.2284427881
201735_s_at	-1.2285887003
210818_s_at	-1.2288613319
204933_s_at	-1.2289882898
219238_at	-1.2291311026
AFFX-TrpnX-5_at	-1.229632616
204491_at	-1.2299933434
210359_at	-1.2306051254
222366_at	-1.2306998968
210597_x_at	-1.2308949232
209114_at	-1.2309610844
212499_s_at	-1.2311599255
202456_s_at	-1.2313445807
215865_at	-1.2317105532
218218_at	-1.2318378687
216802_at	-1.232904911
211377_x_at	-1.2333815098
204084_s_at	-1.2335329056
208111_at	-1.2341576815
209826_at	-1.2341661453
65086_at	-1.2343338728
220646_s_at	-1.2344778776
209657_s_at	-1.2348165512
215799_at	-1.2348302603
212392_s_at	-1.2353235483
204714_s_at	-1.2354165316
214977_at	-1.2355284691
217824_at	-1.235886693
210978_s_at	-1.2359813452
216099_at	-1.2360110283
208751_at	-1.2363017797
220226_at	-1.2366957664
211852_s_at	-1.2368395329
215140_at	-1.2371785641
222384_at	-1.2374341488
210971_s_at	-1.2374788523
208839_s_at	-1.2374947071
1438_at	-1.2377111912
207156_at	-1.2379927635
202723_s_at	-1.2381036282
216887_s_at	-1.2385177612
210711_at	-1.2387264967
203082_at	-1.2391343117
216212_s_at	-1.2395435572
211239_s_at	-1.2398639917
203198_at	-1.2401874065
220938_s_at	-1.2402149439
211265_at	-1.2403393984
214963_at	-1.2411220074
218397_at	-1.241222024
49049_at	-1.2413140535
215692_s_at	-1.2415049076
208417_at	-1.2415547371
219253_at	-1.242316246
201856_s_at	-1.2425314188
200841_s_at	-1.2432016134
213685_at	-1.2432056665
220658_s_at	-1.2438461781
208877_at	-1.2440035343
210090_at	-1.2441287041
208621_s_at	-1.244150281
217545_at	-1.2451397181
207138_at	-1.2451543808
208951_at	-1.2451601028
217818_s_at	-1.2452905178
211186_s_at	-1.2454068661
208122_x_at	-1.2454077005
203233_at	-1.2454812527
207103_at	-1.2462571859
218349_s_at	-1.2462700605
208341_x_at	-1.2468147278
211700_s_at	-1.2470333576
203466_at	-1.2470481396
210794_s_at	-1.2473131418
214240_at	-1.2475590706
206148_at	-1.2479580641
205287_s_at	-1.2480355501
202436_s_at	-1.2480404377
219728_at	-1.2480690479
213408_s_at	-1.2481026649
215169_at	-1.2482763529
221445_at	-1.2483161688
212720_at	-1.2490561008
202552_s_at	-1.2492513657
217066_s_at	-1.2496596575
214672_at	-1.249806881
210156_s_at	-1.2498402596
206470_at	-1.2500668764
214538_x_at	-1.2502609491
207913_at	-1.2508406639
208575_at	-1.2512360811
214380_at	-1.2512723207
204889_s_at	-1.2514022589
214646_at	-1.2515128851
221807_s_at	-1.2515209913
209443_at	-1.2516789436
207477_at	-1.2521233559
203901_at	-1.2528313398
211658_at	-1.2528877258
203835_at	-1.2529784441
207337_at	-1.2530062199
219182_at	-1.2530559301
217467_at	-1.2531985044
209524_at	-1.2540018559
222017_x_at	-1.2546337843
217992_s_at	-1.2546721697
202661_at	-1.2546906471
220230_s_at	-1.254824996
204515_at	-1.2554315329
219757_s_at	-1.2554503679
209234_at	-1.2564442158
211101_x_at	-1.2567464113
210110_x_at	-1.2568433285
205563_at	-1.2570893764
213760_s_at	-1.2572112083
221148_at	-1.2573601007
207022_s_at	-1.2574287653
212952_at	-1.2574371099
211690_at	-1.2576576471
213152_s_at	-1.2584286928
222349_x_at	-1.2584725618
205387_s_at	-1.2585031986
205537_s_at	-1.2585251331
210157_at	-1.2585679293
221194_s_at	-1.2586755753
219794_at	-1.2589284182
222343_at	-1.2589423656
217144_at	-1.2592251301
203234_at	-1.2595610619
218441_s_at	-1.2597888708
200764_s_at	-1.2600086927
216616_at	-1.2609080076
203803_at	-1.261464119
207053_at	-1.2617317438
208305_at	-1.262160778
202105_at	-1.2622129917
209905_at	-1.2623564005
222020_s_at	-1.2623594999
210461_s_at	-1.2624945641
203024_s_at	-1.262630105
210228_at	-1.2629168034
206983_at	-1.2630972862
221587_s_at	-1.2634203434
221596_s_at	-1.2640718222
219430_at	-1.2643754482
204092_s_at	-1.2644916773
208181_at	-1.2649387121
217023_x_at	-1.2653657198
211642_at	-1.2655895948
210348_at	-1.2658959627
217350_at	-1.2662221193
215305_at	-1.266556263
203220_s_at	-1.2670344114
221891_x_at	-1.2673748732
220140_s_at	-1.2674503326
211848_s_at	-1.2680549622
204319_s_at	-1.2681136131
214291_at	-1.268868804
217022_s_at	-1.2689437866
219403_s_at	-1.2690124512
205380_at	-1.2693777084
213120_at	-1.2696410418
213502_x_at	-1.2697006464
208153_s_at	-1.2704380751
206886_x_at	-1.2706182003
210491_at	-1.2709503174
212043_at	-1.2711125612
216859_x_at	-1.2714422941
210285_x_at	-1.2722283602
219883_at	-1.2722334862
203935_at	-1.2724723816
203995_at	-1.2730870247
206174_s_at	-1.2732338905
202984_s_at	-1.273281455
211342_x_at	-1.273301363
202193_at	-1.2742061615
203861_s_at	-1.2745850086
204390_at	-1.2749882936
201007_at	-1.2755256891
204158_s_at	-1.2763580084
213651_at	-1.2769783735
217462_at	-1.2770013809
205288_at	-1.2770609856
221281_at	-1.277250886
220074_at	-1.2773185968
216598_s_at	-1.2789342403
220138_at	-1.278988719
211124_s_at	-1.2796155214
217309_s_at	-1.2802728415
219945_at	-1.2803661823
201414_s_at	-1.2806130648
215431_at	-1.2806545496
204507_s_at	-1.2808082104
220999_s_at	-1.2808101177
210629_x_at	-1.2813634872
220377_at	-1.2815620899
221722_x_at	-1.2817821503
208766_s_at	-1.2822995186
201831_s_at	-1.2823066711
222065_s_at	-1.2823544741
214385_s_at	-1.2823688984
200991_s_at	-1.28264153
208481_at	-1.2832326889
209576_at	-1.2840458155
209444_at	-1.2841069698
215406_at	-1.2841280699
209471_s_at	-1.2842377424
208566_at	-1.284766078
214457_at	-1.2858754396
201122_x_at	-1.2861603498
205437_at	-1.2862884998
211506_s_at	-1.2863711119
215533_s_at	-1.2865152359
220932_at	-1.2867283821
210805_x_at	-1.2867432833
218243_at	-1.2872338295
219626_at	-1.2874783278
209746_s_at	-1.2876677513
205045_at	-1.2876908779
203222_s_at	-1.2878791094
205698_s_at	-1.2879601717
208084_at	-1.2880839109
208894_at	-1.2885055542
204847_at	-1.2888388634
212187_x_at	-1.2893835306
203380_x_at	-1.2898845673
204110_at	-1.2899038792
217778_at	-1.290555954
202881_x_at	-1.2907562256
216071_x_at	-1.290830493
65133_i_at	-1.2910269499
215050_x_at	-1.2911331654
211199_s_at	-1.2913972139
64432_at	-1.2917335033
216209_at	-1.2917720079
207285_x_at	-1.2917950153
205837_s_at	-1.2926203012
212394_at	-1.2933171988
203801_at	-1.2935314178
203101_s_at	-1.2936371565
200053_at	-1.2939010859
206273_at	-1.2939881086
217371_s_at	-1.2939929962
222170_at	-1.2941142321
204778_x_at	-1.2942388058
221657_s_at	-1.2944818735
221125_s_at	-1.2956507206
207484_s_at	-1.2967911959
209915_s_at	-1.2980378866
201907_x_at	-1.2981027365
211224_s_at	-1.2986336946
201799_s_at	-1.298730135
215025_at	-1.2991940975
201971_s_at	-1.2992839813
217171_at	-1.2994023561
209381_x_at	-1.2995796204
212478_at	-1.2996436357
208406_s_at	-1.29971838
221150_at	-1.3002098799
209981_at	-1.3005080223
213206_at	-1.3008319139
209203_s_at	-1.3012262583
218763_at	-1.3013942242
214720_x_at	-1.3017809391
212403_at	-1.303599596
216443_at	-1.3042989969
203182_s_at	-1.3043103218
218022_at	-1.3046540022
208370_s_at	-1.3047094345
204930_s_at	-1.3048938513
211935_at	-1.3054800034
219201_s_at	-1.3055049181
208453_s_at	-1.3056913614
209424_s_at	-1.3059446812
202176_at	-1.306063056
208523_x_at	-1.3062095642
201901_s_at	-1.3065437078
219354_at	-1.3066356182
219752_at	-1.3066446781
203402_at	-1.3067141771
206125_s_at	-1.307149291
217839_at	-1.3073525429
221062_at	-1.3076127768
214319_at	-1.3080354929
200900_s_at	-1.3085328341
222309_at	-1.3092682362
204013_s_at	-1.3093426228
206703_at	-1.3096089363
201028_s_at	-1.3098987341
216725_at	-1.3101036549
221936_x_at	-1.310349822
219235_s_at	-1.3103874922
215685_s_at	-1.3104050159
220008_at	-1.3104141951
210842_at	-1.3104929924
207514_s_at	-1.3105435371
204388_s_at	-1.3108344078
205810_s_at	-1.3110153675
201521_s_at	-1.3113275766
208547_at	-1.3114109039
215505_s_at	-1.3118640184
214625_s_at	-1.3120377064
214903_at	-1.3127810955
221130_s_at	-1.3129787445
AFFX-ThrX-M_at	-1.3130182028
202841_x_at	-1.3138811588
206384_at	-1.3139863014
210854_x_at	-1.3143545389
214854_at	-1.3145599365
212517_at	-1.3147433996
211833_s_at	-1.3149443865
211253_x_at	-1.3158675432
213979_s_at	-1.3160793781
203633_at	-1.3164668083
202547_s_at	-1.3166258335
221418_s_at	-1.3174988031
213715_s_at	-1.3180744648
206864_s_at	-1.3188796043
218758_s_at	-1.3192026615
206616_s_at	-1.3193649054
209832_s_at	-1.3194497824
215732_s_at	-1.3195377588
202572_s_at	-1.3203500509
207001_x_at	-1.3203858137
212334_at	-1.320528388
210677_at	-1.3210206032
204298_s_at	-1.3211073875
202236_s_at	-1.3215572834
201288_at	-1.3222721815
AFFX-r2-Bs-thr-5_s_at	-1.322561264
208310_s_at	-1.3226407766
209637_s_at	-1.323101759
210888_s_at	-1.3231408596
210452_x_at	-1.3236482143
213078_x_at	-1.3238997459
205155_s_at	-1.324283123
215830_at	-1.3247541189
210570_x_at	-1.3250625134
216905_s_at	-1.3250925541
208354_s_at	-1.3252358437
205639_at	-1.3253489733
205459_s_at	-1.325486064
217326_x_at	-1.3260210752
219512_at	-1.3271501064
208534_s_at	-1.32779181
216339_s_at	-1.3287498951
205146_x_at	-1.3292002678
211173_at	-1.3293265104
217344_at	-1.330082655
209775_x_at	-1.3301793337
202899_s_at	-1.3308018446
216674_at	-1.3311551809
221054_s_at	-1.3312298059
207131_x_at	-1.3314572573
206441_s_at	-1.331828475
205714_s_at	-1.3325802088
202216_x_at	-1.3327412605
213794_s_at	-1.3335479498
211086_x_at	-1.3336108923
207509_s_at	-1.3341662884
210496_at	-1.3342239857
207348_s_at	-1.3342587948
202067_s_at	-1.3346338272
215834_x_at	-1.3346387148
201292_at	-1.3346471786
204878_s_at	-1.3348453045
208320_at	-1.3351560831
37986_at	-1.3360148668
218806_s_at	-1.3360376358
203059_s_at	-1.3363734484
203447_at	-1.3363755941
215388_s_at	-1.3370559216
214160_at	-1.337236762
209980_s_at	-1.3372586966
214604_at	-1.3376471996
221818_at	-1.3377937078
203779_s_at	-1.3379263878
216419_at	-1.3389883041
207276_at	-1.3394351006
220311_at	-1.3397619724
207497_s_at	-1.3403590918
209257_s_at	-1.3410320282
218361_at	-1.3410381079
209906_at	-1.3412302732
221093_at	-1.3414881229
219202_at	-1.3427014351
204827_s_at	-1.3432353735
215077_at	-1.3433662653
221111_at	-1.3433866501
203507_at	-1.3440538645
219825_at	-1.3451520205
204182_s_at	-1.3452751637
214450_at	-1.3452864885
214353_at	-1.3459713459
200030_s_at	-1.3460119963
217368_at	-1.3466012478
215037_s_at	-1.346604228
217536_x_at	-1.3468419313
210073_at	-1.3469811678
210465_s_at	-1.347869277
206544_x_at	-1.3479819298
222267_at	-1.3481857777
217673_x_at	-1.3483079672
221321_s_at	-1.3483589888
212749_s_at	-1.3485300541
217689_at	-1.3485859632
206376_at	-1.3489091396
222178_s_at	-1.3489689827
207519_at	-1.3498625755
205806_at	-1.35001266
207049_at	-1.3501517773
213953_at	-1.3503447771
213815_x_at	-1.3504399061
205354_at	-1.3505014181
206891_at	-1.3505262136
201771_at	-1.3506758213
214623_at	-1.3507562876
