#TOP	Genes more expressed in NGT class
#BOTTOM	      Genes more expressed in DM2/IGT class
221974_at	0.6380625367
214381_at	0.6380293965
215977_x_at	0.6379939914
213628_at	0.6379800439
204765_at	0.637925446
213159_at	0.6377778649
218131_s_at	0.6377132535
203883_s_at	0.6375880241
213580_at	0.6375521421
48612_at	0.6375299096
205984_at	0.637209177
203879_at	0.6371685863
221202_at	0.6371675134
203405_at	0.6368976235
209466_x_at	0.6367230415
221035_s_at	0.6366999149
218789_s_at	0.6365243196
210618_at	0.6363307238
215775_at	0.636238575
213384_x_at	0.6360965967
202158_s_at	0.635835886
222300_at	0.6357163191
219029_at	0.6356651187
218053_at	0.6354752779
222123_s_at	0.6354251504
207369_at	0.6351140141
220627_at	0.6350359321
205406_s_at	0.6349925399
208905_at	0.634960711
206417_at	0.6348122954
212590_at	0.6347914338
206057_x_at	0.63448596
210512_s_at	0.6340143085
206680_at	0.6340010762
204418_x_at	0.633939147
222032_s_at	0.633921504
218581_at	0.6337829828
212104_s_at	0.6335971355
216089_at	0.6335825324
203356_at	0.6332178116
222372_at	0.6331415176
213460_x_at	0.6331187487
209748_at	0.6329389215
208262_x_at	0.6329356432
207754_at	0.6327565312
206556_at	0.6325275302
213441_x_at	0.6325157285
207289_at	0.6323505044
202409_at	0.6322498918
203986_at	0.631945312
216924_s_at	0.6319432855
219214_s_at	0.6316940784
206845_s_at	0.6313323379
209350_s_at	0.6310819387
221088_s_at	0.631077826
208753_s_at	0.6308658719
217984_at	0.63084203
203023_at	0.6307994127
207267_s_at	0.6307574511
214652_at	0.6307138801
200875_s_at	0.6305106282
214967_at	0.6303469539
202047_s_at	0.6303400397
204040_at	0.6300704479
202550_s_at	0.6300560832
218737_at	0.6299418211
211388_s_at	0.6298084259
200013_at	0.6297474504
209920_at	0.6295692325
219120_at	0.6295633316
202792_s_at	0.6292701364
205584_at	0.6290306449
215070_x_at	0.6290229559
209759_s_at	0.6288177371
219278_at	0.6286519766
222058_at	0.6286046505
AFFX-r2-Hs28SrRNA-M_at	0.6283362508
40465_at	0.6282839775
207489_at	0.6281331182
206852_at	0.6280508041
216516_at	0.6279055476
221583_s_at	0.6277651787
209543_s_at	0.6276536584
200823_x_at	0.6272987127
217287_s_at	0.627106607
217568_at	0.6270442605
200961_at	0.6269299388
214983_at	0.6269233227
215781_s_at	0.6268550754
213639_s_at	0.6268023849
220224_at	0.6264896989
220162_s_at	0.6263566017
203446_s_at	0.6261705756
216422_at	0.6261446476
221834_at	0.626139164
207026_s_at	0.6258559823
207603_at	0.6258376241
204497_at	0.6256973147
209277_at	0.6256698966
216719_s_at	0.6255759597
206139_at	0.625557065
221247_s_at	0.6255326867
218915_at	0.6254115105
207073_at	0.6252155304
203854_at	0.6250092387
207774_at	0.6240451336
201280_s_at	0.6236847639
209303_at	0.6236667633
33850_at	0.6235331297
218545_at	0.6234409213
219501_at	0.6232868433
212059_s_at	0.6232564449
204637_at	0.6231781244
206924_at	0.6231757998
203596_s_at	0.6229878664
211861_x_at	0.6229352951
218831_s_at	0.6225615144
219731_at	0.6225469708
221681_s_at	0.6222134233
219563_at	0.6221863031
202942_at	0.6220619082
205359_at	0.621909678
218674_at	0.6213361621
216388_s_at	0.6213142872
205796_at	0.621281743
211519_s_at	0.6212203503
208199_s_at	0.6211661696
215546_at	0.6210177541
209849_s_at	0.6208592057
219190_s_at	0.6207686067
208672_s_at	0.6205767393
205638_at	0.6201543808
213510_x_at	0.6201480031
202831_at	0.619979322
210568_s_at	0.6198055148
216748_at	0.6197880507
215714_s_at	0.6197855473
208940_at	0.619625628
208701_at	0.6195857525
212368_at	0.6194059849
221128_at	0.6193249226
213403_at	0.6191801429
205970_at	0.6191507578
207944_at	0.6190513372
217282_at	0.6187022328
202994_s_at	0.6185258031
208693_s_at	0.6184866428
208639_x_at	0.6184440255
215978_x_at	0.6184390187
218332_at	0.6184238195
217870_s_at	0.6184091568
215814_at	0.6181017756
201247_at	0.6177122593
214488_at	0.6176027656
207009_at	0.6175314784
219678_x_at	0.6174663305
219230_at	0.6174535155
208592_s_at	0.6172590256
211010_s_at	0.6172177792
211950_at	0.6171851158
204226_at	0.6170582175
207817_at	0.6168854237
214785_at	0.6163356304
217945_at	0.6162653565
207823_s_at	0.6160193682
207606_s_at	0.6160102487
219350_s_at	0.6159465909
222310_at	0.6159008741
210347_s_at	0.6158216
218445_at	0.6157405376
213631_x_at	0.6156013012
212933_x_at	0.6154488921
201779_s_at	0.6152462959
221874_at	0.615185082
212604_at	0.6151643991
211231_x_at	0.6151232123
218052_s_at	0.6150941253
48659_at	0.6146693826
220033_at	0.6145789623
214016_s_at	0.6145387888
209239_at	0.6145294309
200599_s_at	0.6144137383
201910_at	0.6143589616
203135_at	0.614302516
217721_at	0.614221096
217191_x_at	0.614174068
40148_at	0.6141238213
210613_s_at	0.6140998602
201111_at	0.6133548021
220545_s_at	0.6132774949
211641_x_at	0.6130242348
207436_x_at	0.6126561165
221798_x_at	0.6125948429
214734_at	0.6125153303
221312_at	0.6124675274
218469_at	0.6123768091
204179_at	0.6122784019
202377_at	0.6120936275
58367_s_at	0.6120690703
210402_at	0.6120612621
220211_at	0.6120187044
212781_at	0.6119962931
214953_s_at	0.6116688251
215479_at	0.6115469337
212586_at	0.6115249991
207753_at	0.6114005446
209364_at	0.6113260984
207834_at	0.6109459996
204779_s_at	0.6109166741
205664_at	0.6107852459
212119_at	0.6104007959
204323_x_at	0.6103780866
214323_s_at	0.6103630066
205755_at	0.6103413105
216914_at	0.6100897193
218731_s_at	0.6099593043
205258_at	0.6097162366
222039_at	0.6096247435
210789_x_at	0.6094651222
204123_at	0.6092954278
211606_at	0.609198153
220728_at	0.6091790795
208605_s_at	0.6089994907
221206_at	0.6089861393
213858_at	0.6086713672
90610_at	0.6086472869
219471_at	0.6086443067
221448_s_at	0.608451426
200626_s_at	0.6083741784
91952_at	0.6080556512
208805_at	0.6078309417
215542_at	0.6077876687
49679_s_at	0.6077316403
212446_s_at	0.6076071858
219532_at	0.6073798537
220220_at	0.6073588729
212557_at	0.6073496342
202675_at	0.6073065996
217130_at	0.6072813272
213878_at	0.6072112918
209152_s_at	0.6069034338
206010_at	0.6068695784
205436_s_at	0.6064659357
205211_s_at	0.6064262986
211431_s_at	0.6062969565
205751_at	0.6061894298
218500_at	0.6060813665
202958_at	0.6059452891
221299_at	0.6057680845
203876_s_at	0.6056320071
205461_at	0.605122149
207301_at	0.6050223112
203152_at	0.6050022244
222378_at	0.6049858928
217499_x_at	0.6049468517
222166_at	0.6048570871
210628_x_at	0.6048088074
209414_at	0.604675293
205040_at	0.6046438217
218089_at	0.6045550704
217633_at	0.6043405533
200950_at	0.6040492654
208120_x_at	0.604020834
204772_s_at	0.6039721966
207991_x_at	0.603962481
201145_at	0.6038091183
211001_at	0.6036205292
215233_at	0.60351336
212143_s_at	0.6034971476
207990_x_at	0.6034849286
209864_at	0.6034287214
209896_s_at	0.6034007668
219374_s_at	0.603384316
202905_x_at	0.6033627987
220429_at	0.6032284498
205340_at	0.6030399203
222337_at	0.602910161
215200_x_at	0.6023640633
213804_at	0.602312386
37384_at	0.6021869183
221838_at	0.6021848321
208509_s_at	0.6019601822
218388_at	0.6016567945
202142_at	0.6015290618
210740_s_at	0.6014747024
200979_at	0.601467669
221484_at	0.6012009978
217807_s_at	0.6011631489
396_f_at	0.6011265516
202060_at	0.6010863185
205345_at	0.6010545492
221790_s_at	0.6008004546
208139_s_at	0.600646317
221064_s_at	0.6003702283
207401_at	0.6001853943
207608_x_at	0.6000064611
266_s_at	0.5998313427
212882_at	0.5997654796
200772_x_at	0.5994657874
209077_at	0.5994119644
210297_s_at	0.5992738008
210072_at	0.5988791585
220688_s_at	0.5987442732
217105_at	0.5981829762
207568_at	0.5980962515
214947_at	0.5980225801
221276_s_at	0.5979396105
214729_at	0.5978892446
201531_at	0.5978658199
221535_at	0.597741425
216495_x_at	0.5976436138
204310_s_at	0.5975463986
202740_at	0.5973314047
52159_at	0.5971941948
211047_x_at	0.5971480012
220764_at	0.5971445441
216936_at	0.5971135497
219097_x_at	0.5971083045
216098_s_at	0.5968911052
215816_at	0.5968498588
220877_at	0.5965869427
213492_at	0.5965783
212202_s_at	0.5965756774
216981_x_at	0.5964734554
216762_at	0.5963387489
207047_s_at	0.5962816477
215737_x_at	0.5961825848
207587_at	0.5959247351
218418_s_at	0.5956471562
210743_s_at	0.5955580473
121_at	0.595513463
217136_at	0.5953912735
202496_at	0.5952241421
209166_s_at	0.5952206254
218989_x_at	0.5950372219
211545_at	0.5950068831
204880_at	0.5949288607
205896_at	0.5948902369
200977_s_at	0.5948890448
201723_s_at	0.594827652
204574_s_at	0.5946274996
212407_at	0.5944462419
202123_s_at	0.5944221616
201864_at	0.5943276286
210125_s_at	0.5941386223
212323_s_at	0.5940465331
203881_s_at	0.5940154791
208283_at	0.5939157605
205489_at	0.5938801765
206349_at	0.5938768983
205096_at	0.5937245488
203820_s_at	0.5935940146
220847_x_at	0.5935100913
219077_s_at	0.5934405923
205753_at	0.5933935046
217316_at	0.5933059454
203303_at	0.5931879282
202432_at	0.5930044651
211257_x_at	0.5929464698
37793_r_at	0.5928274393
202732_at	0.5926688313
213184_at	0.5926547647
205474_at	0.5925142169
220857_at	0.5923323631
201764_at	0.5922324061
204397_at	0.5920839906
202778_s_at	0.5919799209
204539_s_at	0.5916769505
221140_s_at	0.5916453004
213670_x_at	0.5915465951
213436_at	0.5914971828
212432_at	0.5914223194
212526_at	0.5913300514
209963_s_at	0.5912766457
205913_at	0.5910123587
204655_at	0.5906380415
208825_x_at	0.5906364322
210520_at	0.5905573964
209327_s_at	0.5901693702
218626_at	0.5901336074
208287_at	0.5900720358
210508_s_at	0.5899913311
210609_s_at	0.5898918509
209815_at	0.589869678
202862_at	0.5897293687
200774_at	0.5895735621
208178_x_at	0.5895448923
218536_at	0.5891429186
222365_at	0.5891311169
200676_s_at	0.5890906453
217085_at	0.5890561342
212197_x_at	0.588825047
219444_at	0.5885984302
211356_x_at	0.5885703564
207386_at	0.5883284211
212802_s_at	0.588301599
210059_s_at	0.5878812671
200951_s_at	0.5873938799
209191_at	0.5873818994
207429_at	0.58732301
219133_at	0.5871985555
213135_at	0.5871778727
208858_s_at	0.5871267319
221590_s_at	0.586771369
219020_at	0.586651206
215223_s_at	0.586497128
212130_x_at	0.5864465833
206225_at	0.5863628983
209824_s_at	0.5860094428
212702_s_at	0.5857875943
215964_at	0.5856871009
220809_at	0.5854971409
213052_at	0.5854830742
208676_s_at	0.5853802562
217484_at	0.5852413177
217317_s_at	0.585214138
202556_s_at	0.5846372247
216025_x_at	0.5845891237
205478_at	0.5844262242
220196_at	0.5840985775
218480_at	0.5838239193
202719_s_at	0.5838059783
216061_x_at	0.583664
220959_s_at	0.5835083127
215055_at	0.5834261179
212834_at	0.5833966732
205486_at	0.5832891464
221494_x_at	0.583150506
214077_x_at	0.582971096
218710_at	0.5826782584
202860_at	0.5825449824
212524_x_at	0.5823825002
221112_at	0.5823190808
220886_at	0.5821832418
204383_at	0.5820947289
216832_at	0.5819401145
206777_s_at	0.5818950534
202306_at	0.5813022852
221546_at	0.5809568763
213294_at	0.5809097886
213082_s_at	0.5808182359
203277_at	0.5806178451
50277_at	0.580596447
221532_s_at	0.5805282593
212207_at	0.5805203915
215229_at	0.5803982615
214848_at	0.5803518891
219377_at	0.5802185535
204394_at	0.5801002383
205231_s_at	0.580090344
213540_at	0.5799284577
208143_s_at	0.5795279741
210033_s_at	0.5794828534
220622_at	0.5794054866
215827_x_at	0.578938365
208034_s_at	0.5787259936
219874_at	0.5779281855
34406_at	0.5777338743
219989_s_at	0.5775555968
210316_at	0.5774891973
211163_s_at	0.5773512721
217082_at	0.5771464109
201068_s_at	0.5769194365
203683_s_at	0.5765243173
220746_s_at	0.5765047669
214159_at	0.5764532089
201911_s_at	0.5761446357
215613_at	0.5758010745
201925_s_at	0.5757231116
216052_x_at	0.5757152438
202262_x_at	0.5753108263
220974_x_at	0.5752762556
221726_at	0.5750147104
217756_x_at	0.5749612451
56197_at	0.5748134851
218368_s_at	0.5747056007
212715_s_at	0.5746119022
212563_at	0.5744684935
215450_at	0.574468255
207472_at	0.5737159848
210986_s_at	0.5736890435
219628_at	0.5736433864
217373_x_at	0.5736059546
210360_s_at	0.5733684301
212778_at	0.5733516216
205261_at	0.5732973814
202713_s_at	0.5731666088
219376_at	0.5730899572
201981_at	0.5730066299
212879_x_at	0.5720804334
203173_s_at	0.5720589161
221629_x_at	0.5719206333
217234_s_at	0.5715436339
219098_at	0.5715315938
208023_at	0.571408093
211554_s_at	0.5710864067
204636_at	0.5708075762
221961_at	0.5704840422
208880_s_at	0.5702067018
216250_s_at	0.5700574517
206921_at	0.5699087977
213117_at	0.5693108439
210540_s_at	0.5692920089
204630_s_at	0.5690844059
206766_at	0.568991363
218102_at	0.5689215064
201727_s_at	0.5687276721
201664_at	0.5687251091
211929_at	0.5685625076
219836_at	0.56832546
218082_s_at	0.5682352185
208915_s_at	0.5679382682
207442_at	0.5677658916
216068_at	0.5677608252
209397_at	0.5677024722
205357_s_at	0.5675044656
201435_s_at	0.5674999952
203570_at	0.5671853423
214795_at	0.5669733882
205776_at	0.5669666529
214733_s_at	0.5667829514
204794_at	0.566495955
212886_at	0.5662173629
204400_at	0.5660856366
207843_x_at	0.5659838319
218473_s_at	0.5659049749
205011_at	0.5658260584
218162_at	0.5657242537
215980_s_at	0.56561023
201070_x_at	0.5656042099
215703_at	0.5654914975
211982_x_at	0.5654532909
207196_s_at	0.5652644634
219721_at	0.5652338266
218198_at	0.5649552941
204945_at	0.5649366379
208869_s_at	0.5648795366
203067_at	0.5647755861
219336_s_at	0.5646278858
218686_s_at	0.5646200776
203422_at	0.5644465089
205252_at	0.564409554
218786_at	0.5640059114
36019_at	0.563970685
218613_at	0.5639663935
210439_at	0.5638672113
204834_at	0.5638221502
213988_s_at	0.56364429
208415_x_at	0.5630663037
214949_at	0.5629456043
202954_at	0.5628482103
207739_s_at	0.5627129078
204656_at	0.5626602173
220758_s_at	0.5625659823
218724_s_at	0.5624315739
218867_s_at	0.5621440411
218392_x_at	0.5621378422
216321_s_at	0.5619767904
221367_at	0.5619366765
206260_at	0.5617512465
210357_s_at	0.5617331862
216703_at	0.5616174936
205019_s_at	0.5614114404
218058_at	0.5611693263
208799_at	0.5611148477
208774_at	0.5610527396
209706_at	0.5609990358
214948_s_at	0.5608123541
218547_at	0.5605780482
221854_at	0.5605247021
215818_at	0.5603212118
210475_at	0.5601098537
209851_at	0.5601069331
215476_at	0.5600678325
218245_at	0.5597566366
211019_s_at	0.5595846772
218007_s_at	0.5595840812
213608_s_at	0.5593604445
208020_s_at	0.5592882633
202989_at	0.5591945052
210420_at	0.559188962
214439_x_at	0.5591867566
215022_x_at	0.5590935349
217718_s_at	0.5590021014
218690_at	0.5587601066
217888_s_at	0.5586351156
201870_at	0.5585952401
36030_at	0.5584218502
201349_at	0.558357358
206859_s_at	0.5576464534
219215_s_at	0.5576037169
220108_at	0.5575016737
215555_at	0.5573030114
214631_at	0.5568909645
221905_at	0.5565533638
209249_s_at	0.5565194488
210173_at	0.5563595295
216871_at	0.5563586354
208865_at	0.5563191772
203966_s_at	0.5563053489
214263_x_at	0.5562537909
202985_s_at	0.5560355783
201959_s_at	0.5558058023
220349_s_at	0.5557186604
203576_at	0.5556895733
201025_at	0.5556714535
216596_at	0.5554940104
206645_s_at	0.5554176569
213234_at	0.5551063418
218955_at	0.5548467636
215354_s_at	0.55481565
222186_at	0.5547588468
200868_s_at	0.5547544956
211814_s_at	0.5547505021
203097_s_at	0.554590404
201126_s_at	0.5545690656
221865_at	0.5544357896
214628_at	0.5543967485
202419_at	0.5543438196
214284_s_at	0.5543221831
216055_at	0.5536807775
200029_at	0.5535774827
204441_s_at	0.5535764098
216418_at	0.5535020232
217215_s_at	0.5534334779
216155_at	0.5534107089
206529_x_at	0.5531308651
201006_at	0.5530639291
209537_at	0.5530418754
220747_at	0.5530198216
219181_at	0.5529795289
214835_s_at	0.5529773831
203565_s_at	0.5529461503
214923_at	0.5528762341
201820_at	0.5528509617
212341_at	0.5528450608
210816_s_at	0.5528152585
206752_s_at	0.5526551008
209113_s_at	0.5523338318
210394_x_at	0.5522672534
201404_x_at	0.5519794226
220833_at	0.5516477823
203975_s_at	0.5516206026
46270_at	0.5514948964
212509_s_at	0.5514491796
209688_s_at	0.5512800813
210386_s_at	0.5512467623
205711_x_at	0.5511654019
217891_at	0.5508861542
215465_at	0.5508024693
207839_s_at	0.5506568551
219056_at	0.5504664183
34210_at	0.5503822565
206172_at	0.5503700972
202147_s_at	0.5501836538
201722_s_at	0.5501741767
203657_s_at	0.5498078465
209747_at	0.5497794151
205823_at	0.5496815443
208307_at	0.5496608615
212839_s_at	0.5496092439
207584_at	0.5495727658
219698_s_at	0.5495217443
204082_at	0.5494735241
208832_at	0.5494564772
212513_s_at	0.5494026542
214334_x_at	0.5493429303
205636_at	0.5492358208
203189_s_at	0.5491479039
220569_at	0.5490385294
208626_s_at	0.5489237905
219248_at	0.5488764048
204796_at	0.5488244295
213583_x_at	0.5487360954
201863_at	0.5486841798
203146_s_at	0.5486637354
221274_s_at	0.5485062003
201187_s_at	0.548194468
203459_s_at	0.5479664207
217092_x_at	0.5479017496
201154_x_at	0.5478994846
201680_x_at	0.547739625
213387_at	0.5476949215
205217_at	0.5476678014
217031_at	0.5475094914
205805_s_at	0.5474054813
207016_s_at	0.5473263264
222308_x_at	0.5470727682
210603_at	0.547000587
218428_s_at	0.5468580127
215503_at	0.5468468666
213595_s_at	0.5466916561
214110_s_at	0.546658814
216320_x_at	0.5464837551
202672_s_at	0.5464189649
200820_at	0.546409905
219069_at	0.5460538268
220252_x_at	0.5459399819
210730_s_at	0.5456320047
208892_s_at	0.5455577374
220852_at	0.5453434587
221323_at	0.5451641679
210868_s_at	0.5449442267
211900_x_at	0.5449199677
201807_at	0.5448775291
201069_at	0.5448406935
216497_at	0.5446767807
214920_at	0.5446165204
202966_at	0.5444678068
216653_at	0.5444004536
215338_s_at	0.5443668365
202066_at	0.5442847013
204558_at	0.544166863
201719_s_at	0.5436950922
206806_at	0.5436487198
210871_x_at	0.5436160564
211877_s_at	0.5434221029
214929_s_at	0.5432485342
216086_at	0.5428811908
203175_at	0.5428752303
216305_s_at	0.5427345037
209111_at	0.5424315929
209194_at	0.5424002409
202258_s_at	0.5419512987
208126_s_at	0.5419074893
219270_at	0.5418719649
220482_s_at	0.5417873263
219001_s_at	0.5417081118
220175_s_at	0.5415793061
205912_at	0.5413311124
201182_s_at	0.5409965515
218494_s_at	0.5407708287
212547_at	0.5405150056
222336_at	0.5404159427
221910_at	0.5403290987
211383_s_at	0.5402721763
203765_at	0.540168941
207555_s_at	0.5400365591
207938_at	0.5399960876
211902_x_at	0.5399814248
206559_x_at	0.5398786664
221416_at	0.5397747755
209006_s_at	0.5397520661
221970_s_at	0.5395827889
218860_at	0.539252758
216107_at	0.5390607119
217027_x_at	0.5388811827
220216_at	0.5388640761
216554_s_at	0.5386064053
210365_at	0.5385981202
203476_at	0.5384840369
216860_s_at	0.5382395387
214420_s_at	0.5382357836
219686_at	0.5382176638
214589_at	0.5382118821
213189_at	0.5378460288
206964_at	0.5376916528
209353_s_at	0.5376143456
206408_at	0.5375993252
203581_at	0.5373987556
210555_s_at	0.5373119116
220527_at	0.536730051
218181_s_at	0.5366868973
215317_at	0.5366693735
221043_at	0.5365572572
219736_at	0.5365539193
213696_s_at	0.5362951159
216926_s_at	0.5361850858
220865_s_at	0.5361658335
204366_s_at	0.5360994339
208957_at	0.5360773206
205349_at	0.5357438326
201152_s_at	0.5357423425
203333_at	0.5356492996
218687_s_at	0.5356113315
222119_s_at	0.5355222225
218135_at	0.5352531075
212027_at	0.5352361798
206863_x_at	0.5351648927
209376_x_at	0.5350894332
212496_s_at	0.5349411368
200925_at	0.5348969698
212943_at	0.5348654985
213143_at	0.5348267555
205996_s_at	0.5347752571
205413_at	0.5347486138
203635_at	0.5345929861
202441_at	0.5345618725
201026_at	0.534445703
203194_s_at	0.534404695
212480_at	0.534311831
206398_s_at	0.5342451334
220451_s_at	0.534106493
49878_at	0.5339331031
220876_at	0.5337954164
206807_s_at	0.5335852504
216727_at	0.5334308147
214932_at	0.5333941579
201847_at	0.5333529115
218576_s_at	0.533277452
206823_at	0.5332672596
209924_at	0.5329518914
204687_at	0.5328668952
221709_s_at	0.5327408314
207502_at	0.5326490998
211952_at	0.5324748755
218979_at	0.5322756767
212877_at	0.5322461128
220431_at	0.5321730971
219310_at	0.5319989324
211248_s_at	0.531929493
203111_s_at	0.5319244862
207044_at	0.5319077969
209831_x_at	0.5317678452
217999_s_at	0.5317667127
207013_s_at	0.5316738486
211333_s_at	0.5315330029
211025_x_at	0.5315096974
221412_at	0.5314278603
204045_at	0.5313687921
214540_at	0.5313216448
212868_x_at	0.5313208699
212088_at	0.5311349034
202328_s_at	0.5310924053
203562_at	0.5309727788
211034_s_at	0.5309541821
210001_s_at	0.530918479
221183_at	0.5309156775
208424_s_at	0.5309077501
212671_s_at	0.5308572054
213797_at	0.5308188796
215159_s_at	0.5307294726
221248_s_at	0.530637145
202558_s_at	0.5305708051
219819_s_at	0.5304011106
221766_s_at	0.5302963853
200970_s_at	0.5298460126
220443_s_at	0.529761374
214103_s_at	0.529415071
204434_at	0.5293098092
219603_s_at	0.5287942886
221767_x_at	0.5287362337
222266_at	0.5286051631
216091_s_at	0.528495729
206855_s_at	0.5284622312
202760_s_at	0.5283918977
210647_x_at	0.528298676
222188_at	0.5282567739
208809_s_at	0.5280034542
208106_x_at	0.5279913545
210356_x_at	0.5278030038
213116_at	0.5276907682
211948_x_at	0.5274206996
215425_at	0.5273444057
35150_at	0.5271074772
220802_at	0.5270268321
208835_s_at	0.5268139839
214821_at	0.5267592072
37022_at	0.5264269114
221720_s_at	0.5263214707
206754_s_at	0.5259923339
211961_s_at	0.5254474878
203464_s_at	0.5253081918
219659_at	0.5251939893
216966_at	0.5251774788
218242_s_at	0.5248852968
205468_s_at	0.5248501897
212014_x_at	0.5247606635
211195_s_at	0.5247421861
202676_x_at	0.524717927
207303_at	0.5243570805
204440_at	0.5241697431
206005_s_at	0.5237330198
204890_s_at	0.5236544013
202275_at	0.5234006643
209636_at	0.5231617689
206765_at	0.5229771733
209728_at	0.5228739977
220925_at	0.5225559473
212822_at	0.5223813057
220195_at	0.5223764777
205576_at	0.5223480463
210254_at	0.5223360658
211809_x_at	0.5221868753
220210_at	0.5221574306
202380_s_at	0.5221018195
60471_at	0.5220877528
202107_s_at	0.5220662355
201785_at	0.5220177174
207740_s_at	0.5219535232
203455_s_at	0.5218911171
AFFX-ThrX-5_at	0.5215733647
210181_s_at	0.5213972926
211107_s_at	0.5212471485
211423_s_at	0.5210629106
220601_at	0.5209435821
204559_s_at	0.5208570957
212519_at	0.5206897855
213861_s_at	0.5205370784
207756_at	0.5203627944
218081_at	0.5201470852
211697_x_at	0.5199661851
213543_at	0.5198059678
200862_at	0.5197981
214873_at	0.5196694732
203784_s_at	0.5195573568
217791_s_at	0.5194861889
220479_at	0.5193744898
212051_at	0.5193402767
205473_at	0.518999815
210975_x_at	0.5189777613
220944_at	0.5189337134
209848_s_at	0.5187160373
210770_s_at	0.5186830163
210583_at	0.5186091661
203496_s_at	0.5184750557
216898_s_at	0.5183280706
214047_s_at	0.518235147
219290_x_at	0.5178146362
206164_at	0.517726779
205379_at	0.5174331665
217308_at	0.5171251893
209388_at	0.5169420838
221391_at	0.5165733695
209046_s_at	0.5163411498
215137_at	0.5163019896
219878_s_at	0.5162601471
214730_s_at	0.5162566304
203417_at	0.5160625577
207475_at	0.5159576535
215124_at	0.5159265995
215579_at	0.5159054995
201578_at	0.5158972144
216437_at	0.5157937407
210220_at	0.5157092214
219404_at	0.5156609416
203780_at	0.5153377056
205432_at	0.5152024031
215667_x_at	0.5150920749
215926_x_at	0.5150501728
212801_at	0.5149617195
202605_at	0.5149205923
216531_at	0.5148770213
201731_s_at	0.5148242116
203533_s_at	0.5148030519
206438_x_at	0.5147331357
218701_at	0.5146764517
210551_s_at	0.5146237612
202758_s_at	0.5145760775
206967_at	0.5145636201
212044_s_at	0.514534235
201087_at	0.5142483711
209088_s_at	0.5141907334
208803_s_at	0.5141812563
208576_s_at	0.5141524076
213621_s_at	0.514128685
219492_at	0.5140651464
209520_s_at	0.5137196183
204332_s_at	0.5135350823
201233_at	0.5134141445
211687_x_at	0.5133836865
215443_at	0.5132964253
204410_at	0.5132758617
210427_x_at	0.5129883885
206259_at	0.51293993
215643_at	0.5128346086
206132_at	0.5126511455
206720_at	0.5125929117
209042_s_at	0.512204349
216499_at	0.511849165
211649_x_at	0.511829555
213869_x_at	0.5115884542
212412_at	0.511454165
221883_at	0.5113208294
203600_s_at	0.5112807751
212146_at	0.5112730265
218437_s_at	0.5111426115
210604_at	0.5110554099
221491_x_at	0.5109616518
201352_at	0.5108821392
205249_at	0.5107885599
201544_x_at	0.5106480122
221850_x_at	0.5104778409
210025_s_at	0.5104598403
218184_at	0.5099996328
212160_at	0.5099846721
210702_s_at	0.509719491
210820_x_at	0.5097077489
40093_at	0.5094821453
200899_s_at	0.5093393326
215654_at	0.5093152523
204623_at	0.5092464089
204452_s_at	0.5090616941
217473_x_at	0.5088981986
202999_s_at	0.5088777542
213266_at	0.508847177
207930_at	0.5085396767
211334_at	0.5082691312
208129_x_at	0.5082311034
220032_at	0.5081905723
219683_at	0.5080779195
201655_s_at	0.5079520345
206051_at	0.5078722239
212339_at	0.5076010227
212254_s_at	0.5075826049
211368_s_at	0.507422924
217182_at	0.5073041916
216270_at	0.5071299672
206640_x_at	0.5070507526
217238_s_at	0.5069962144
221519_at	0.5068376064
215645_at	0.5068306923
215510_at	0.5067883134
218315_s_at	0.5067703724
213491_x_at	0.5067496896
213369_at	0.5066688061
222144_at	0.5065592527
217440_at	0.5065091252
205119_s_at	0.5064612627
201814_at	0.5063794255
215262_at	0.5062189102
216791_at	0.5061332583
52164_at	0.5060043335
216207_x_at	0.5056849122
212287_at	0.50551337
216737_at	0.5053889155
205833_s_at	0.5051639676
215500_at	0.5049546361
214148_at	0.5049311519
210480_s_at	0.5049186945
202940_at	0.5048649311
216050_at	0.5047027469
38918_at	0.5045918822
207669_at	0.5045528412
206451_at	0.5045360327
221914_at	0.5044522882
211963_s_at	0.504296422
204107_at	0.5041174889
208549_x_at	0.5038742423
215174_at	0.5038099885
210467_x_at	0.5034429431
203785_s_at	0.503267765
218112_at	0.5031184554
210339_s_at	0.5031169653
220908_at	0.5030476451
212744_at	0.5029020309
203370_s_at	0.502892375
222273_at	0.5028080344
217913_at	0.5027540922
220007_at	0.5026651025
222130_s_at	0.5026006103
215594_at	0.5025533438
218939_at	0.5024389029
214825_at	0.5022710562
211099_s_at	0.5021625757
217641_at	0.5021422505
206535_at	0.5020097494
209481_at	0.5018683076
212577_at	0.5017861128
203262_s_at	0.5016165376
201927_s_at	0.5013889074
208925_at	0.501388371
214343_s_at	0.501360178
217990_at	0.5011127591
208924_at	0.5008441806
218323_at	0.5006462336
220260_at	0.5004814863
37278_at	0.5002309084
203918_at	0.5002071261
208464_at	0.4999682307
207321_s_at	0.4999406636
212644_s_at	0.4999118745
219840_s_at	0.4998848438
217077_s_at	0.4998715818
221745_at	0.4998254776
201089_at	0.4998192787
203519_s_at	0.4997190535
208245_at	0.4996936917
212914_at	0.4995285869
217478_s_at	0.499479413
218123_at	0.4993714392
206860_s_at	0.4993560314
219286_s_at	0.4989115894
215622_x_at	0.498867929
202834_at	0.4988519251
205530_at	0.4987226129
AFFX-BioDn-3_at	0.4985875189
202616_s_at	0.4983722866
200703_at	0.4982734025
